threshold,group,accuracy,fpr,fnr
0.3200000000000001,Z,1.0,0.0,0.0
0.3200000000000001,mixed,0.9514965259219669,0.04850347407803314,0.0
0.3300000000000001,A,0.9855305466237942,0.0,0.014469453376205787
0.3300000000000001,B,0.992,0.0,0.008
0.3300000000000001,C,0.990791896869245,0.0,0.009208103130755065
0.3300000000000001,D,0.9819819819819819,0.0,0.018018018018018018
0.3300000000000001,E,0.9929078014184397,0.0,0.0070921985815602835
0.3300000000000001,F,0.9893617021276596,0.0,0.010638297872340425
0.3300000000000001,G,0.9989361702127659,0.0,0.0010638297872340426
0.3300000000000001,H,1.0,0.0,0.0
0.3300000000000001,I,1.0,0.0,0.0
0.3300000000000001,J,0.9945004582951421,0.0,0.005499541704857928
0.3300000000000001,K,1.0,0.0,0.0
0.3300000000000001,L,0.9882005899705014,0.0,0.011799410029498525
0.3300000000000001,M,0.990234375,0.0,0.009765625
0.3300000000000001,N,0.9587628865979382,0.0,0.041237113402061855
0.3300000000000001,O,1.0,0.0,0.0
0.3300000000000001,P,0.9919678714859438,0.0,0.008032128514056224
0.3300000000000001,Q,1.0,0.0,0.0
0.3300000000000001,R,0.9841269841269841,0.0,0.015873015873015872
0.3300000000000001,S,0.9805555555555555,0.0,0.019444444444444445
0.3300000000000001,T,0.9933481152993349,0.0,0.0066518847006651885
0.3300000000000001,U,1.0,0.0,0.0
0.3300000000000001,V,0.9939393939393939,0.0,0.006060606060606061
0.3300000000000001,W,0.9791666666666666,0.0,0.020833333333333332
0.3300000000000001,X,1.0,0.0,0.0
0.3300000000000001,Y,1.0,0.0,0.0
0.3300000000000001,Z,1.0,0.0,0.0
0.3300000000000001,mixed,0.956574024585783,0.043425975414217,0.0
0.34000000000000014,A,0.9855305466237942,0.0,0.014469453376205787
0.34000000000000014,B,0.988,0.0,0.012
0.34000000000000014,C,0.9871086556169429,0.0,0.01289134438305709
0.34000000000000014,D,0.9819819819819819,0.0,0.018018018018018018
0.34000000000000014,E,0.9929078014184397,0.0,0.0070921985815602835
0.34000000000000014,F,0.9893617021276596,0.0,0.010638297872340425
0.34000000000000014,G,0.9989361702127659,0.0,0.0010638297872340426
0.34000000000000014,H,0.9966329966329966,0.0,0.003367003367003367
0.34000000000000014,I,1.0,0.0,0.0
0.34000000000000014,J,0.9926672777268561,0.0,0.007332722273143905
0.34000000000000014,K,0.9943181818181818,0.0,0.005681818181818182
0.34000000000000014,L,0.9882005899705014,0.0,0.011799410029498525
0.34000000000000014,M,0.990234375,0.0,0.009765625
0.34000000000000014,N,0.9587628865979382,0.0,0.041237113402061855
0.34000000000000014,O,1.0,0.0,0.0
0.34000000000000014,P,0.9919678714859438,0.0,0.008032128514056224
0.34000000000000014,Q,1.0,0.0,0.0
0.34000000000000014,R,0.981859410430839,0.0,0.018140589569160998
0.34000000000000014,S,0.9805555555555555,0.0,0.019444444444444445
0.34000000000000014,T,0.991130820399113,0.0,0.008869179600886918
0.34000000000000014,U,1.0,0.0,0.0
0.34000000000000014,V,0.9939393939393939,0.0,0.006060606060606061
0.34000000000000014,W,0.9791666666666666,0.0,0.020833333333333332
0.34000000000000014,X,1.0,0.0,0.0
0.34000000000000014,Y,1.0,0.0,0.0
0.34000000000000014,Z,1.0,0.0,0.0
0.34000000000000014,mixed,0.9611170497060395,0.038882950293960446,0.0
0.35000000000000014,A,0.9855305466237942,0.0,0.014469453376205787
0.35000000000000014,B,0.984,0.0,0.016
0.35000000000000014,C,0.9871086556169429,0.0,0.01289134438305709
0.35000000000000014,D,0.9819819819819819,0.0,0.018018018018018018
0.35000000000000014,E,0.9929078014184397,0.0,0.0070921985815602835
0.35000000000000014,F,0.9893617021276596,0.0,0.010638297872340425
0.35000000000000014,G,0.9989361702127659,0.0,0.0010638297872340426
0.35000000000000014,H,0.9966329966329966,0.0,0.003367003367003367
0.35000000000000014,I,1.0,0.0,0.0
0.35000000000000014,J,0.9908340971585701,0.0,0.00916590284142988
0.35000000000000014,K,0.9886363636363636,0.0,0.011363636363636364
0.35000000000000014,L,0.9882005899705014,0.0,0.011799410029498525
0.35000000000000014,M,0.990234375,0.0,0.009765625
0.35000000000000014,N,0.9587628865979382,0.0,0.041237113402061855
0.35000000000000014,O,1.0,0.0,0.0
0.35000000000000014,P,0.9919678714859438,0.0,0.008032128514056224
0.35000000000000014,Q,1.0,0.0,0.0
0.35000000000000014,R,0.981859410430839,0.0,0.018140589569160998
0.35000000000000014,S,0.9805555555555555,0.0,0.019444444444444445
0.35000000000000014,T,0.9889135254988913,0.0,0.011086474501108648
0.35000000000000014,U,1.0,0.0,0.0
0.35000000000000014,V,0.9939393939393939,0.0,0.006060606060606061
0.35000000000000014,W,0.9791666666666666,0.0,0.020833333333333332
0.35000000000000014,X,1.0,0.0,0.0
0.35000000000000014,Y,1.0,0.0,0.0
0.35000000000000014,Z,1.0,0.0,0.0
0.35000000000000014,mixed,0.9655264564404062,0.0344735435595938,0.0
0.36000000000000015,A,0.9855305466237942,0.0,0.014469453376205787
0.36000000000000015,B,0.976,0.0,0.024
0.36000000000000015,C,0.9852670349907919,0.0,0.014732965009208104
0.36000000000000015,D,0.9819819819819819,0.0,0.018018018018018018
0.36000000000000015,E,0.9929078014184397,0.0,0.0070921985815602835
0.36000000000000015,F,0.9893617021276596,0.0,0.010638297872340425
0.36000000000000015,G,0.9989361702127659,0.0,0.0010638297872340426
0.36000000000000015,H,0.9966329966329966,0.0,0.003367003367003367
0.36000000000000015,I,1.0,0.0,0.0
0.36000000000000015,J,0.9899175068744271,0.0,0.01008249312557287
0.36000000000000015,K,0.9886363636363636,0.0,0.011363636363636364
0.36000000000000015,L,0.9852507374631269,0.0,0.014749262536873156
0.36000000000000015,M,0.990234375,0.0,0.009765625
0.36000000000000015,N,0.9587628865979382,0.0,0.041237113402061855
0.36000000000000015,O,1.0,0.0,0.0
0.36000000000000015,P,0.9919678714859438,0.0,0.008032128514056224
0.36000000000000015,Q,1.0,0.0,0.0
0.36000000000000015,R,0.9795918367346939,0.0,0.02040816326530612
0.36000000000000015,S,0.9805555555555555,0.0,0.019444444444444445
0.36000000000000015,T,0.9866962305986696,0.0,0.013303769401330377
0.36000000000000015,U,1.0,0.0,0.0
0.36000000000000015,V,0.9939393939393939,0.0,0.006060606060606061
0.36000000000000015,W,0.9791666666666666,0.0,0.020833333333333332
0.36000000000000015,X,1.0,0.0,0.0
0.36000000000000015,Y,1.0,0.0,0.0
0.36000000000000015,Z,1.0,0.0,0.0
0.36000000000000015,mixed,0.969802244788883,0.03019775521111705,0.0
0.37000000000000016,A,0.9855305466237942,0.0,0.014469453376205787
0.37000000000000016,B,0.976,0.0,0.024
0.37000000000000016,C,0.9815837937384899,0.0,0.01841620626151013
0.37000000000000016,D,0.9819819819819819,0.0,0.018018018018018018
0.37000000000000016,E,0.9929078014184397,0.0,0.0070921985815602835
0.37000000000000016,F,0.9893617021276596,0.0,0.010638297872340425
0.37000000000000016,G,0.9968085106382979,0.0,0.0031914893617021275
0.37000000000000016,H,0.9966329966329966,0.0,0.003367003367003367
0.37000000000000016,I,1.0,0.0,0.0
0.37000000000000016,J,0.9880843263061412,0.0,0.011915673693858845
0.37000000000000016,K,0.9886363636363636,0.0,0.011363636363636364
0.37000000000000016,L,0.9852507374631269,0.0,0.014749262536873156
0.37000000000000016,M,0.990234375,0.0,0.009765625
0.37000000000000016,N,0.9587628865979382,0.0,0.041237113402061855
0.37000000000000016,O,1.0,0.0,0.0
0.37000000000000016,P,0.9879518072289156,0.0,0.012048192771084338
0.37000000000000016,Q,1.0,0.0,0.0
0.37000000000000016,R,0.9795918367346939,0.0,0.02040816326530612
0.37000000000000016,S,0.9805555555555555,0.0,0.019444444444444445
0.37000000000000016,T,0.9866962305986696,0.0,0.013303769401330377
0.37000000000000016,U,1.0,0.0,0.0
0.37000000000000016,V,0.9939393939393939,0.0,0.006060606060606061
0.37000000000000016,W,0.9791666666666666,0.0,0.020833333333333332
0.37000000000000016,X,1.0,0.0,0.0
0.37000000000000016,Y,1.0,0.0,0.0
0.37000000000000016,Z,1.0,0.0,0.0
0.37000000000000016,mixed,0.9734099412079102,0.026590058792089793,0.0
0.38000000000000017,A,0.9855305466237942,0.0,0.014469453376205787
0.38000000000000017,B,0.976,0.0,0.024
0.38000000000000017,C,0.9815837937384899,0.0,0.01841620626151013
0.38000000000000017,D,0.978978978978979,0.0,0.021021021021021023
0.38000000000000017,E,0.9929078014184397,0.0,0.0070921985815602835
0.38000000000000017,F,0.9893617021276596,0.0,0.010638297872340425
0.38000000000000017,G,0.9946808510638298,0.0,0.005319148936170213
0.38000000000000017,H,0.9932659932659933,0.0,0.006734006734006734
0.38000000000000017,I,1.0,0.0,0.0
0.38000000000000017,J,0.9862511457378552,0.0,0.013748854262144821
